time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452300000	5.11329	19.2539	5.07149	3.72026	0.462529	lidar	1.39069e-309	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.93697	19.1407	4.90954	3.73721	0.447055	radar	2.27782e-314	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.79267	18.9898	4.80569	3.77919	0.473246	lidar	1.39069e-309	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57779	18.8395	4.92223	3.8024	0.479396	radar	2.27782e-314	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40803	18.7078	4.86278	3.82617	0.481007	lidar	1.39069e-309	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.24063	18.5639	4.74538	3.84746	0.47052	radar	2.27782e-314	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13045	18.4116	4.61909	3.89215	0.499999	lidar	1.39069e-309	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.93212	18.2389	4.89708	3.92239	0.524788	radar	2.27782e-314	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64866	18.0951	5.05704	3.89985	0.460249	lidar	1.39069e-309	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49616	17.9465	4.86163	3.91643	0.440962	radar	2.27782e-314	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25361	17.7789	4.9774	3.9116	0.404969	lidar	1.39069e-309	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06227	17.5953	5.11345	3.93634	0.42105	radar	2.27782e-314	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89134	17.4766	5.03347	3.94044	0.402989	lidar	1.39069e-309	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73918	17.2605	5.16148	3.9873	0.449218	radar	2.27782e-314	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56356	17.0698	5.16821	4.00619	0.444763	lidar	1.39069e-309	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4064	16.9067	4.94103	4.01194	0.409102	radar	2.27782e-314	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24707	16.7358	4.92197	4.02651	0.402607	lidar	1.39069e-309	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07277	16.5392	4.87724	4.03536	0.379994	radar	2.27782e-314	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91677	16.3096	4.93198	4.06243	0.388195	lidar	1.39069e-309	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76899	16.1337	4.82976	4.07203	0.369931	radar	2.27782e-314	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5573	15.9672	4.89593	4.05536	0.325669	lidar	1.39069e-309	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42163	15.7343	5.07222	4.0952	0.368072	radar	2.27782e-314	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24463	15.5127	5.13714	4.10371	0.354422	lidar	1.39069e-309	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08558	15.3209	5.08316	4.10806	0.333611	radar	2.27782e-314	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.863306	15.0982	5.21361	4.09444	0.293497	lidar	1.39069e-309	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.723603	14.9204	5.04835	4.09829	0.270729	radar	2.27782e-314	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.637958	14.7103	4.96865	4.13698	0.303048	lidar	1.39069e-309	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.517935	14.4672	5.1155	4.17201	0.337492	radar	2.27782e-314	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.338814	14.2413	5.19179	4.16921	0.311671	lidar	1.39069e-309	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.197392	13.9862	5.40422	4.1965	0.339168	radar	2.27782e-314	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212206	13.7383	5.22671	4.2785	0.423254	lidar	1.39069e-309	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.139461	13.4947	5.2598	4.31713	0.448809	radar	2.27782e-314	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00765246	13.2577	5.31638	4.31337	0.410697	lidar	1.39069e-309	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	0.029285	13.0424	4.9694	4.38965	0.479729	radar	2.27782e-314	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.0336081	12.8257	4.91853	4.41915	0.490854	lidar	1.39069e-309	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	0.0179239	12.6021	4.63229	4.51012	0.586039	radar	2.27782e-314	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.0744636	12.3735	4.70312	4.50224	0.522983	lidar	1.39069e-309	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	0.853014	12.1613	3.56004	5.26139	1.73658	radar	2.27782e-314	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	0.713789	12.0095	3.70571	5.16105	1.44303	lidar	1.39069e-309	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	0.664963	11.7789	4.2052	5.10201	1.22659	radar	2.27782e-314	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	0.38989	11.5631	4.01577	4.90266	0.848464	lidar	1.39069e-309	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	0.367427	11.3416	4.09221	4.89583	0.77717	radar	2.27782e-314	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-0.0272066	11.1397	3.81585	4.6396	0.369274	lidar	1.39069e-309	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	0.124108	10.8929	4.27856	4.76119	0.509268	radar	2.27782e-314	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-0.0999313	10.635	4.31491	4.61529	0.260424	lidar	1.39069e-309	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	1.23019	10.4425	4.36288	5.58365	1.64533	radar	2.27782e-314	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	0.842612	10.2475	4.22522	5.26826	1.08708	lidar	1.39069e-309	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	0.767168	10.0137	4.423	5.1643	0.845159	radar	2.27782e-314	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	0.30275	9.79154	3.77232	4.85802	0.385185	lidar	1.39069e-309	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	0.169927	9.55262	4.0369	4.76438	0.235061	radar	2.27782e-314	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-0.342845	9.26016	3.79574	4.44255	-0.202401	lidar	1.39069e-309	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	1.75332	9.19712	3.8571	5.75955	1.48904	radar	2.27782e-314	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	0.988517	8.93851	3.72028	5.23788	0.753235	lidar	1.39069e-309	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	0.718919	8.70203	3.89716	5.01505	0.400114	radar	2.27782e-314	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	0.0749874	8.44988	3.28984	4.62201	-0.0938496	lidar	1.39069e-309	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	0.114811	8.25948	3.68076	4.65098	-0.0461235	radar	2.27782e-314	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-0.24646	7.97842	3.73127	4.39407	-0.393806	lidar	1.39069e-309	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	1.04265	8.01786	2.97189	5.35798	0.964467	radar	2.27782e-314	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	0.535822	7.69313	3.26794	4.93679	0.330715	lidar	1.39069e-309	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	0.304302	7.48193	3.52375	4.73299	0.021457	radar	2.27782e-314	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-0.255204	7.20315	3.43339	4.29866	-0.557766	lidar	1.39069e-309	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	1.60411	7.30298	2.39516	5.71831	1.30191	radar	2.27782e-314	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	0.905681	6.99539	2.70084	5.14092	0.513721	lidar	1.39069e-309	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	0.500744	6.82726	2.86719	4.78214	0.0240841	radar	2.27782e-314	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-0.167357	6.48182	2.75679	4.24758	-0.609007	lidar	1.39069e-309	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	1.63213	6.53746	2.22586	5.64743	1.04069	radar	2.27782e-314	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	0.869319	6.1886	2.49945	4.99549	0.252365	lidar	1.39069e-309	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	0.365844	6.05734	2.47873	4.5698	-0.254996	radar	2.27782e-314	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-0.352478	5.69499	2.57292	3.96682	-0.912877	lidar	1.39069e-309	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	1.32628	5.86152	1.18355	5.30475	0.535798	radar	2.27782e-314	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	0.602368	5.47808	2.01298	4.69112	-0.109084	lidar	1.39069e-309	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	0.0160492	5.40644	2.12446	4.19435	-0.627388	radar	2.27782e-314	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-0.609731	5.03376	2.82556	3.65906	-1.15113	lidar	1.39069e-309	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	0.855439	5.43614	-0.19449	4.72646	-0.164078	radar	2.27782e-314	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	0.266233	4.98293	1.55823	4.32784	-0.46122	lidar	1.39069e-309	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-0.33584	4.89419	2.03281	3.83585	-0.888162	radar	2.27782e-314	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-0.944036	4.38516	3.55472	3.45006	-1.19277	lidar	1.39069e-309	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	0.327589	5.14401	-0.832983	3.90827	-1.0143	radar	2.27782e-314	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-0.306142	4.51156	1.8825	3.77725	-0.947059	lidar	1.39069e-309	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	1.10842	5.16263	-3.28928	4.15494	-0.724877	radar	2.27782e-314	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	0.277518	4.37267	0.48109	4.03837	-0.701532	lidar	1.39069e-309	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-0.454379	4.11494	1.77823	3.78614	-0.761752	radar	2.27782e-314	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-1.15854	3.4321	3.92833	3.6721	-0.811859	lidar	1.39069e-309	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	0.347107	4.85601	-2.10808	3.39963	-1.33849	radar	2.27782e-314	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-0.409814	4.11799	1.10766	3.37876	-1.26045	lidar	1.39069e-309	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	1.00455	4.7882	-4.18804	3.33328	-1.37962	radar	2.27782e-314	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-0.0307229	4.03697	0.261651	3.21877	-1.47595	lidar	1.39069e-309	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-0.136914	4.05259	0.544959	3.11135	-1.50219	radar	2.27782e-314	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-0.905374	3.59157	3.43437	3.06283	-1.56477	lidar	1.39069e-309	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	0.391253	4.16515	-1.64633	2.26809	-2.48367	radar	2.27782e-314	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-0.352641	3.77974	0.839505	2.42223	-2.21466	lidar	1.39069e-309	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	0.536105	3.8743	-0.733877	1.96066	-2.65934	radar	2.27782e-314	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	0.00668056	3.5371	-0.0048652	2.04726	-2.48489	lidar	1.39069e-309	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	0.0277442	3.70047	0.753203	1.89949	-2.48903	radar	2.27782e-314	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-0.28075	3.32024	-0.0355422	1.96402	-2.32117	lidar	1.39069e-309	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	0.219677	3.47763	1.40502	1.67871	-2.51741	radar	2.27782e-314	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-0.0540016	3.00772	0.285861	1.93251	-2.13355	lidar	1.39069e-309	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-0.14376	3.34678	2.01032	1.81906	-2.13352	radar	2.27782e-314	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-0.337611	2.75922	0.770221	2.40525	-1.41406	lidar	1.39069e-309	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	0.0142812	3.14002	1.61553	1.05328	-2.78389	radar	2.27782e-314	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-0.191639	2.4629	0.0857602	1.80688	-1.91533	lidar	1.39069e-309	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	0.249343	2.85218	2.02323	0.357365	-3.24596	radar	2.27782e-314	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	0.0661437	2.17703	0.108022	0.843989	-2.70324	lidar	1.39069e-309	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-0.870301	2.70637	-0.0487934	3.46087	-0.130261	radar	2.27782e-314	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-1.04581	2.07758	-0.99069	3.91216	0.204967	lidar	1.39069e-309	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-0.621416	2.72814	-3.2488	3.40325	-0.038538	radar	2.27782e-314	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-0.701744	2.21487	-1.38664	3.37131	-0.213112	lidar	1.39069e-309	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	0.0429401	2.6871	-6.13545	3.67416	0.341812	radar	2.27782e-314	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-0.308178	1.94503	-1.17524	3.15102	-0.261363	lidar	1.39069e-309	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	0.799474	2.36135	-6.59425	3.3862	0.12737	radar	2.27782e-314	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	0.338959	0.767983	-0.468093	1.99238	-1.16863	lidar	1.39069e-309	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-0.921271	2.44363	3.60102	3.65822	0.365108	radar	2.27782e-314	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-1.9713	1.21421	7.99074	2.35297	-0.751886	lidar	1.39069e-309	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-1.54846	2.38823	5.10027	2.30678	-1.52089	radar	2.27782e-314	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-2.22234	1.97156	4.91609	3.08118	-0.167934	lidar	1.39069e-309	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-1.77554	3.05699	4.20631	1.74346	-2.11089	radar	2.27782e-314	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-2.59936	2.40754	4.29801	2.91228	-0.427635	lidar	1.39069e-309	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-1.93311	3.62764	3.68649	1.37448	-2.32866	radar	2.27782e-314	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-2.95484	2.76086	3.59095	2.78708	-0.52856	lidar	1.39069e-309	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-2.18828	3.96766	3.72612	1.29951	-2.22417	radar	2.27782e-314	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-3.45194	3.00606	3.27661	2.8628	-0.382261	lidar	1.39069e-309	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-2.70537	4.09945	3.72239	1.53814	-1.83843	radar	2.27782e-314	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-4.26344	3.00903	3.30848	3.26807	0.123232	lidar	1.39069e-309	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-3.6017	4.0538	3.55405	2.04446	-1.23804	radar	2.27782e-314	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-5.38069	2.80503	4.37057	3.87717	0.790566	lidar	1.39069e-309	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-4.93198	3.72931	3.72751	2.83193	-0.406123	radar	2.27782e-314	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-6.44912	2.34987	6.58619	4.25364	0.956502	lidar	1.39069e-309	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-6.26713	3.18893	4.75869	3.43448	0.0506583	radar	2.27782e-314	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-7.61965	1.65294	9.97767	4.26026	0.50796	lidar	1.39069e-309	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-7.65968	2.41898	6.85672	3.76826	0.096016	radar	2.27782e-314	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-9.18298	0.220143	14.6561	4.38624	0.420281	lidar	1.39069e-309	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-9.32324	1.04116	10.1947	4.02327	0.173076	radar	2.27782e-314	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-10.545	-1.75148	18.2244	4.50404	0.525347	lidar	1.39069e-309	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-10.7444	-0.805691	12.7399	4.2675	0.572694	radar	2.27782e-314	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-11.4588	-3.74972	19.6706	4.63937	0.912291	lidar	1.39069e-309	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-11.9795	-2.61092	13.889	4.4161	0.915381	radar	2.27782e-314	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-12.1933	-5.09418	18.6986	4.68119	1.17721	lidar	1.39069e-309	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-12.9478	-3.73296	12.6286	4.48605	1.1361	radar	2.27782e-314	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-12.9359	-5.9328	16.5805	4.71835	1.39837	lidar	1.39069e-309	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-13.944	-4.54715	11.0329	4.49085	1.05641	radar	2.27782e-314	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-13.7952	-6.48278	14.418	4.70162	1.32397	lidar	1.39069e-309	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.8087	-5.11538	9.23221	4.48387	0.93186	radar	2.27782e-314	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.6414	-6.74296	12.0491	4.67038	1.18909	lidar	1.39069e-309	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.6635	-5.39261	7.3523	4.4217	0.666601	radar	2.27782e-314	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4398	-7.05169	10.4369	4.62846	0.995399	lidar	1.39069e-309	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-16.3634	-5.70277	6.00605	4.36443	0.447302	radar	2.27782e-314	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-16.1321	-7.23887	8.90381	4.5788	0.809101	lidar	1.39069e-309	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.9897	-5.88852	4.84982	4.27062	0.175613	radar	2.27782e-314	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.7734	-7.25572	7.41074	4.48788	0.556756	lidar	1.39069e-309	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-17.511	-5.9317	3.82316	4.1428	-0.120477	radar	2.27782e-314	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-17.3662	-7.23481	6.26403	4.37408	0.304616	lidar	1.39069e-309	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-18.0573	-6.02853	3.4886	3.97654	-0.431656	radar	2.27782e-314	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.9507	-7.29497	5.71852	4.24284	0.0640918	lidar	1.39069e-309	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-18.5669	-6.0806	3.15557	3.7898	-0.70478	radar	2.27782e-314	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-18.4987	-7.21627	4.9612	4.07815	-0.173485	lidar	1.39069e-309	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-19.0403	-6.04958	2.92594	3.57061	-0.975864	radar	2.27782e-314	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.9768	-7.17152	4.43478	3.92522	-0.348026	lidar	1.39069e-309	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-19.4808	-6.09647	3.13955	3.3692	-1.17547	radar	2.27782e-314	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-19.4847	-7.1114	4.2427	3.74785	-0.525308	lidar	1.39069e-309	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.9649	-6.04183	3.3412	3.12617	-1.39379	radar	2.27782e-314	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.965	-6.90954	3.93056	3.51406	-0.748678	lidar	1.39069e-309	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-20.4349	-5.82095	3.44068	2.82639	-1.64808	radar	2.27782e-314	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-20.4451	-6.66226	3.63161	3.26301	-0.950175	lidar	1.39069e-309	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.9113	-5.55364	3.91058	2.53716	-1.83985	radar	2.27782e-314	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.8885	-6.61591	3.52343	3.16296	-0.920029	lidar	1.39069e-309	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-21.3519	-5.51977	4.37629	2.43629	-1.77271	radar	2.27782e-314	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-21.3698	-6.42938	3.63002	3.00166	-0.966814	lidar	1.39069e-309	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.8044	-5.22422	4.86542	2.2342	-1.83568	radar	2.27782e-314	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.8334	-6.22387	3.60945	2.85788	-0.988215	lidar	1.39069e-309	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-22.2131	-4.95583	5.27116	2.10966	-1.79985	radar	2.27782e-314	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-22.2933	-6.07312	3.50931	2.77856	-0.930027	lidar	1.39069e-309	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-22.5637	-4.72176	5.32886	2.02221	-1.74253	radar	2.27782e-314	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.6879	-5.83792	3.32591	2.65312	-0.938426	lidar	1.39069e-309	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.9504	-4.49095	5.66825	1.99512	-1.60048	radar	2.27782e-314	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-23.142	-5.62609	3.43098	2.6045	-0.836289	lidar	1.39069e-309	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
